popular,gender,weekend,vegan,kid,group,Ameri,Europ,SouAM,Asian,Indian,Chinese,MidEas,Drinks,utility
0.0,0.45098039215686275,0.45098039215686275,0.13725490196078433,0.0,0.27450980392156865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.966151257001655
0.0,0.5012048192771085,0.5060240963855421,0.13975903614457832,0.014457831325301205,0.7373493975903614,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0577380526583
0.0,0.34545454545454546,0.45454545454545453,0.07272727272727272,0.05454545454545454,0.23636363636363636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.615864345110204
0.0,0.45454545454545453,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.37493950676354
0.0,0.5581395348837209,0.46511627906976744,0.0,0.046511627906976744,0.37209302325581395,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,39.52286323701729
0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55376548209325
0.0,0.5,0.8333333333333334,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.23281485410537
0.0,0.39325842696629215,0.48314606741573035,0.10112359550561797,0.033707865168539325,0.5842696629213483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.93707205475263
0.0,0.391304347826087,0.4782608695652174,0.043478260869565216,0.0,0.34782608695652173,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.74534011466919
0.0,0.5220125786163522,0.4088050314465409,0.20754716981132076,0.03773584905660377,0.6855345911949685,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.13514067402333
0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.659794511201554
0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.40470479185096
0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.95487967846663
0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.665316298426205
0.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.51597152268041
0.0,0.5555555555555556,0.3611111111111111,0.08333333333333333,0.05555555555555555,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.17085189191412
0.0,0.5,0.25,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.518019354187135
1.0,0.43956043956043955,0.5164835164835165,0.0,0.01098901098901099,0.18681318681318682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.09724142959725
1.0,0.46153846153846156,0.4340659340659341,0.09340659340659341,0.016483516483516484,0.6593406593406593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.208052393741944
0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.643843128483546
0.0,0.43523316062176165,0.44559585492227977,0.17616580310880828,0.0051813471502590676,0.5958549222797928,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,47.104689143352424
0.0,0.125,0.6875,0.0625,0.0,0.375,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,41.35246725050822
1.0,0.38028169014084506,0.39436619718309857,0.07042253521126761,0.028169014084507043,0.43661971830985913,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.97280705708266
0.0,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95328892544025
0.0,0.375,0.5,0.0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87077402924273
0.0,0.25,0.625,0.0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.40425862217485
0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24875057229279
0.0,0.5,0.5,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24875057229279
0.0,0.2,0.8,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.22129645602309
0.0,0.35,0.48333333333333334,0.16666666666666666,0.03333333333333333,0.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.919701303464976
0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.35850881371847
0.0,0.32142857142857145,0.32142857142857145,0.17857142857142858,0.0,0.6071428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.99027921590427
0.0,0.5,0.5,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.09832065134633
0.0,0.43478260869565216,0.4782608695652174,0.08695652173913043,0.0,0.7391304347826086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.4055878806066
0.0,0.4666666666666667,0.4666666666666667,0.13333333333333333,0.0,0.26666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.04125633486431
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.047489442753196
0.0,0.46405228758169936,0.39869281045751637,0.058823529411764705,0.0392156862745098,0.5947712418300654,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.47770041813781
0.0,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.957355992536247
0.0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.2857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.331857042959186
0.0,0.5,0.35714285714285715,0.10714285714285714,0.03571428571428571,0.35714285714285715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.625011455682525
0.0,0.2222222222222222,0.5555555555555556,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.80508118021906
0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.93778001771898
0.0,0.358974358974359,0.41025641025641024,0.07692307692307693,0.07692307692307693,0.5128205128205128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31854533203542
1.0,0.4418604651162791,0.4883720930232558,0.27906976744186046,0.0,0.6744186046511628,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5311526630828
1.0,0.48484848484848486,0.48484848484848486,0.18181818181818182,0.0,0.4393939393939394,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.451781378144325
0.0,0.6666666666666666,0.3333333333333333,0.0,0.2222222222222222,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.785305727750618
1.0,0.5294117647058824,0.45588235294117646,0.04411764705882353,0.04411764705882353,0.5294117647058824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.326917198982585
0.0,0.4838709677419355,0.45161290322580644,0.0,0.06451612903225806,0.3870967741935484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2363852799754
0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.53049706913701
0.0,0.532258064516129,0.4838709677419355,0.08064516129032258,0.016129032258064516,0.3870967741935484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.00931280093251
0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.556281108484455
0.0,0.4489795918367347,0.4897959183673469,0.08163265306122448,0.04081632653061224,0.3877551020408163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.7221868953995
0.0,0.47701149425287354,0.5632183908045977,0.011494252873563218,0.08045977011494253,0.6091954022988506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.86666714480002
0.0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.94492826681719
0.0,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6919380376558
0.0,0.475,0.65,0.075,0.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.35695998146595
0.0,0.44776119402985076,0.373134328358209,0.16417910447761194,0.014925373134328358,0.6567164179104478,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,48.5682804345422
0.0,0.42105263157894735,0.5338345864661654,0.08270676691729323,0.03007518796992481,0.48872180451127817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.87371565613969
0.0,0.5238095238095238,0.3333333333333333,0.047619047619047616,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48505620721424
0.0,0.4148936170212766,0.3617021276595745,0.09574468085106383,0.05319148936170213,0.48936170212765956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.255880231864964
0.0,0.42105263157894735,0.3157894736842105,0.05263157894736842,0.0,0.21052631578947367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.10681291035419
0.0,0.4117647058823529,0.6470588235294118,0.23529411764705882,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.07566483227167
0.0,0.5,0.5833333333333334,0.0,0.0,0.08333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.948544979236985
0.0,0.5714285714285714,0.42857142857142855,0.07142857142857142,0.0,0.6785714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.04672593846069
0.0,0.25,0.6666666666666666,0.08333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0236403112211
0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.04005718567949
0.0,0.4782608695652174,0.30434782608695654,0.13043478260869565,0.021739130434782608,0.5869565217391305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.67446213760223
1.0,0.3424657534246575,0.3835616438356164,0.0410958904109589,0.0273972602739726,0.2602739726027397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25114768961619
0.0,0.4166666666666667,0.5416666666666666,0.125,0.041666666666666664,0.4583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.78430866011148
0.0,0.6,0.6,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.56608038729068
0.0,0.4,0.2,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.9814151636345
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.53879651711843
0.0,0.5714285714285714,0.42857142857142855,0.047619047619047616,0.0,0.19047619047619047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.76367764732387
0.0,0.5185185185185185,0.5740740740740741,0.05555555555555555,0.05555555555555555,0.5370370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.772481088549384
0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.2914113565061
0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48505620721424
0.0,0.16666666666666666,0.4166666666666667,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.31422403955378
0.0,0.36363636363636365,0.6363636363636364,0.15151515151515152,0.0,0.24242424242424243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.8302116886486
0.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.981102972217734
0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.70687995517973
0.0,0.44,0.44,0.4,0.0,0.44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.80518748596674
1.0,0.41346153846153844,0.5192307692307693,0.14423076923076922,0.009615384615384616,0.5961538461538461,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.51983617845167
0.0,0.43243243243243246,0.4797297297297297,0.05405405405405406,0.006756756756756757,0.42567567567567566,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.09530778560412
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.94677518768839
0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.631819185824725
0.0,0.4,0.5333333333333333,0.13333333333333333,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.893549330704005
0.0,0.5217391304347826,0.30434782608695654,0.08695652173913043,0.0,0.43478260869565216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.84026346101217
0.0,0.0,0.4,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.278006895925607
0.0,0.5,0.39473684210526316,0.13157894736842105,0.09210526315789473,0.5263157894736842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.950785909508134
0.0,0.5263157894736842,0.4342105263157895,0.03289473684210526,0.019736842105263157,0.6052631578947368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,44.76143433966305
0.0,0.4166666666666667,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.36447820805841
1.0,0.42391304347826086,0.4782608695652174,0.09782608695652174,0.021739130434782608,0.42391304347826086,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.330244628523964
0.0,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.972219666851494
0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.00618431557898
0.0,0.5208333333333334,0.4583333333333333,0.17708333333333334,0.03125,0.6770833333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.990256880628294
0.0,0.5,0.578125,0.078125,0.0,0.609375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.252879027661386
1.0,0.358695652173913,0.391304347826087,0.18478260869565216,0.021739130434782608,0.6956521739130435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.600861768898234
0.0,0.5154639175257731,0.31958762886597936,0.061855670103092786,0.0,0.30927835051546393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.56362130693732
0.0,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.0,0.5384615384615384,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.547525171832575
0.0,0.4489795918367347,0.4897959183673469,0.0,0.0,0.5306122448979592,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.78611192701605
0.0,0.7692307692307693,0.38461538461538464,0.3076923076923077,0.0,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.22004448301186
1.0,0.46835443037974683,0.6012658227848101,0.056962025316455694,0.03164556962025317,0.5253164556962026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.50311242951591
0.0,0.4555735056542811,0.4491114701130856,0.09208400646203554,0.017770597738287562,0.6090468497576736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.434155244871704
0.0,0.18181818181818182,0.5454545454545454,0.0,0.0,0.36363636363636365,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.72316711493098
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.94677518768839
0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.08260463761928
0.0,0.5192307692307693,0.4807692307692308,0.0,0.038461538461538464,0.4807692307692308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.320006230143825
1.0,0.37777777777777777,0.5222222222222223,0.044444444444444446,0.022222222222222223,0.43333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.778809996494985
0.0,0.39285714285714285,0.5357142857142857,0.10714285714285714,0.0,0.32142857142857145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,47.545226932572405
0.0,0.5398230088495575,0.5309734513274337,0.6991150442477876,0.02654867256637168,0.4778761061946903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.67738998808689
0.0,0.75,0.5,0.0,0.25,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.90491046174288
0.0,0.4230769230769231,0.3974358974358974,0.19230769230769232,0.05128205128205128,0.7564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.23311480772075
0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49645537296365
0.0,0.5,0.5089285714285714,0.16071428571428573,0.017857142857142856,0.6428571428571429,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,47.776597901810035
0.0,0.44954128440366975,0.4036697247706422,0.07339449541284404,0.01834862385321101,0.3669724770642202,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.765732068665606
0.0,0.5,0.4375,0.0625,0.041666666666666664,0.3541666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.36293965352455
0.0,0.47297297297297297,0.5405405405405406,0.10810810810810811,0.02702702702702703,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.70255253483414
0.0,0.45,0.45,0.1,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.41308088831498
0.0,0.5454545454545454,0.45454545454545453,0.13636363636363635,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.77810203539731
0.0,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.0,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.937615538089815
0.0,0.3103448275862069,0.3793103448275862,0.10344827586206896,0.13793103448275862,0.27586206896551724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.781989835542745
0.0,0.5119047619047619,0.5238095238095238,0.10714285714285714,0.05952380952380952,0.5892857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.53828994163538
0.0,0.4,0.48,0.0,0.04,0.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.724385739598304
0.0,0.3902439024390244,0.2926829268292683,0.024390243902439025,0.0,0.43902439024390244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.131837013711696
0.0,0.5483870967741935,0.3870967741935484,0.12903225806451613,0.03225806451612903,0.5483870967741935,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.53769754975272
0.0,0.2972972972972973,0.32432432432432434,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.16137352046182
1.0,0.4371584699453552,0.4098360655737705,0.10382513661202186,0.01639344262295082,0.680327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.952332201700095
0.0,0.3492063492063492,0.5396825396825397,0.07936507936507936,0.015873015873015872,0.4126984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.34328806919075
0.0,0.4,0.9,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0747378524465
0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.48787988212655
0.0,0.40625,0.5,0.0625,0.0,0.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.639122709937
0.0,0.48863636363636365,0.5454545454545454,0.06818181818181818,0.011363636363636364,0.5681818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.08317823543972
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.8359074680576
0.0,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.96096584852927
0.0,0.3409090909090909,0.29545454545454547,0.13636363636363635,0.0,0.4090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48.154655728068846
0.0,0.5,0.4444444444444444,0.2222222222222222,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.170225457542685
0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.29590380161405
0.0,0.5,0.5,0.4,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.06262884656329
0.0,0.35294117647058826,0.5,0.14705882352941177,0.0,0.5147058823529411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.57189585459854
0.0,0.29411764705882354,0.17647058823529413,0.0,0.058823529411764705,0.17647058823529413,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.442779216586175
1.0,0.5384615384615384,0.4846153846153846,0.13846153846153847,0.026923076923076925,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.299519983223526
0.0,0.34,0.49,0.05,0.06,0.42,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.73743813180056
0.0,0.38461538461538464,0.46153846153846156,0.11538461538461539,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.91080265466954
1.0,0.3974358974358974,0.4358974358974359,0.1282051282051282,0.05128205128205128,0.44871794871794873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.43851428997145
0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.75405302702675
0.0,0.42857142857142855,0.3673469387755102,0.12244897959183673,0.02040816326530612,0.42857142857142855,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.75728832539253
1.0,0.4479166666666667,0.3125,0.2604166666666667,0.010416666666666666,0.6979166666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.269479899627356
0.0,0.45,0.4583333333333333,0.1,0.008333333333333333,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.127653931660234
1.0,0.3931034482758621,0.5517241379310345,0.16551724137931034,0.013793103448275862,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.95930239618589
0.0,0.5405405405405406,0.4594594594594595,0.02702702702702703,0.05405405405405406,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.936057541060535
1.0,0.42105263157894735,0.4298245614035088,0.07017543859649122,0.0,0.42105263157894735,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.85811669179545
1.0,0.5325077399380805,0.5,0.10990712074303406,0.007739938080495356,0.7167182662538699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.02426533818057
0.0,0.5,0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.72592833501838
0.0,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.0,0.9090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.10823876398414
1.0,0.46634615384615385,0.49038461538461536,0.038461538461538464,0.0,0.27403846153846156,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.91331786659455
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.047489442753196
0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.156639715833023
0.0,0.125,0.5,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0878916181549
0.0,0.5555555555555556,0.7777777777777778,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.27919367341496
0.0,0.4166666666666667,0.5,0.08333333333333333,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.11108073669648
0.0,0.3835616438356164,0.3972602739726027,0.2328767123287671,0.0,0.4246575342465753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.36706103458817
1.0,0.5473441108545035,0.3972286374133949,0.0023094688221709007,0.009237875288683603,0.3140877598152425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.585975353016124
0.0,0.6153846153846154,0.38461538461538464,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.34903074809278
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.44300428670625
0.0,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.022727272727272728,0.3181818181818182,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.89439840971938
0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75862180332075
0.0,0.25,0.625,0.0,0.125,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.343660931751366
0.0,0.375,0.44642857142857145,0.05357142857142857,0.0,0.32142857142857145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16249513982825
1.0,0.5763888888888888,0.5069444444444444,0.11805555555555555,0.020833333333333332,0.6180555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.62719861659493
0.0,0.25,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.36638141340161
1.0,0.4342857142857143,0.5028571428571429,0.13714285714285715,0.022857142857142857,0.5485714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.11902042386025
0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46838971123841
0.0,0.52,0.42,0.16,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.939883330260145
0.0,0.5308641975308642,0.5679012345679012,0.16049382716049382,0.012345679012345678,0.5308641975308642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.20543391468231
0.0,0.5,0.4,0.0,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.884453004511045
0.0,0.43478260869565216,0.45652173913043476,0.021739130434782608,0.021739130434782608,0.5217391304347826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.29653632194977
